Ensembl_ID	start	end	gene_name	chromosome
ENSG00000251796	26247384	26247521	SNORA70	Y
ENSG00000229238	26277923	26354418	PPP1R12BP1	Y
ENSG00000252948	26360989	26361092	RNU6-1314P	Y
ENSG00000233843	26400611	26401230	CYCSP48	Y
ENSG00000188399	26409815	26420535	ANKRD36P1	Y
ENSG00000277146	26453982	26454092	AC013734.1	Y
ENSG00000215506	26508213	26579690	TPTE2P4	Y
ENSG00000224240	26549425	26549743	CYCSP49	Y
ENSG00000227629	26586642	26591601	SLC25A15P1	Y
ENSG00000237917	26594851	26634652	PARP4P1	Y
ENSG00000231514	26626520	26627159	CCNQP2	Y
ENSG00000235857	56855244	56855488	CTBP2P1	Y
ENSG00000279924	18174010	18178465	AL356585.4	13
ENSG00000279516	18195297	18232024	FAM230C	13
ENSG00000279081	18206570	18207466	AL356585.1	13
ENSG00000284679	18248913	18249035	AL356585.12	13
ENSG00000280208	18253526	18270822	GGT4P	13
ENSG00000279124	18279320	18309934	AL356585.2	13
ENSG00000279730	18297554	18298733	KMT5AP1	13
ENSG00000279231	18331933	18348596	AL356585.3	13
ENSG00000268486	18408806	18431605	FO681491.1	13
ENSG00000276183	18418526	18418632	U6	13
ENSG00000215604	18467172	18485448	ZNF962P	13
ENSG00000270496	18491904	18492419	BNIP3P7	13
ENSG00000231238	18538880	18551214	LINC00349	13
ENSG00000233905	18609132	18609702	LONRF2P2	13
ENSG00000229788	18610298	18611675	LINC00388	13
ENSG00000235876	18665235	18667221	FEM1AP4	13
ENSG00000231914	18672827	18676163	LINC00387	13
ENSG00000226361	18680494	18681700	TERF1P5	13
ENSG00000228797	18697003	18697507	FAM207BP	13
ENSG00000230931	18724415	18724904	GXYLT1P1	13
ENSG00000204718	18726706	18727414	CNN2P12	13
ENSG00000227784	18734080	18734896	ZNF965P	13
ENSG00000244155	18741730	18742718	CYP4F34P	13
ENSG00000227568	18807279	18808018	SNX18P26	13
ENSG00000225016	18809830	18810048	LINC00328-2P	13
ENSG00000206192	18816718	18871967	ANKRD20A9P	13
ENSG00000242756	18837768	18838098	RHOT1P3	13
ENSG00000223024	18869185	18869291	RNU6-55P	13
ENSG00000206787	18880054	18880157	RNU6-76P	13
ENSG00000235500	18892260	18895230	SNX19P2	13
ENSG00000226250	18905419	18935554	LINC00408	13
ENSG00000231358	18921888	18944284	AL355516.1	13
ENSG00000226057	18946755	19062718	PHF2P2	13
ENSG00000232685	19008259	19026802	LINC00442	13
ENSG00000229375	19015487	19019336	USP24P1	13
ENSG00000187721	19026001	19032626	GTF2IP3	13
ENSG00000226619	19027837	19028701	AL137001.1	13
ENSG00000287861	19074038	19118315	AL137001.2	13
ENSG00000252287	19088487	19088581	RNA5SP24	13
ENSG00000224778	19126399	19139611	CENPIP1	13
ENSG00000234894	19151554	19152307	AL139327.2	13
ENSG00000229147	19152567	19171194	SMPD4P2	13
ENSG00000278337	19172773	19172925	AL139327.3	13
ENSG00000198033	19173772	19181824	TUBA3C	13
ENSG00000121388	19182038	19187618	AL139327.1	13
ENSG00000227879	19201637	19227432	PSPC1P1	13
ENSG00000237636	19262797	19344973	ANKRD26P3	13
ENSG00000215349	19304593	19305625	MRPL3P1	13
ENSG00000236834	19345049	19346749	LINC00421	13
ENSG00000224976	19349137	19407962	PARP4P2	13
ENSG00000231184	19382454	19383072	CCNQP3	13
ENSG00000229791	19408042	19409529	AL356259.1	13
ENSG00000237164	19411231	19416188	SLC25A15P2	13
ENSG00000279493	5011799	5017145	FP565260.4	21
ENSG00000132958	19422877	19536762	TPTE2	13
ENSG00000223625	19458398	19458718	CYCSP32	13
ENSG00000232894	19552571	19570288	MRPS31P2	13
ENSG00000215572	19560013	19561269	ESRRAP1	13
ENSG00000225316	19561328	19588603	LINC00350	13
ENSG00000238132	19563589	19564900	CASC4P1	13
ENSG00000277117	5022493	5040666	FP565260.3	21
ENSG00000279687	5073458	5087867	FP565260.5	21
ENSG00000196199	19633659	19673441	MPHOSPH8	13
ENSG00000226352	19674624	19675884	PSPC1-AS2	13
ENSG00000280071	5079294	5128413	GATD3B	21
ENSG00000121390	19674752	19783019	PSPC1	13
ENSG00000275014	19736975	19737254	RN7SL166P	13
ENSG00000233469	19818121	19818619	ST6GALNAC4P1	13
ENSG00000276612	5116343	5133805	FP565260.2	21
ENSG00000132950	19823482	19863649	ZMYM5	13
ENSG00000223576	19841827	19843672	AL355001.1	13
ENSG00000275964	19863858	19865048	AL355001.2	13
ENSG00000275464	5130871	5154658	FP565260.1	21
ENSG00000280433	5155499	5165472	FP565260.6	21
ENSG00000279669	5232668	5243833	AC079801.1	21
ENSG00000121741	19958670	20091829	ZMYM2	13
ENSG00000279094	5499151	5502542	LINC01670	21
ENSG00000274333	5553637	5614880	CU633967.1	21
ENSG00000277777	5597390	5597490	Y_RNA	21
ENSG00000279186	5703182	5705637	FP236315.2	21
ENSG00000279784	5705345	5707160	FP236315.3	21
ENSG00000279064	5707004	5709456	FP236315.1	21
ENSG00000274559	5972924	5973383	CU639417.1	21
ENSG00000280013	6008604	6008810	CU639417.3	21
ENSG00000279769	6034690	6036093	CU639417.2	21
ENSG00000280191	6060340	6076305	LINC01669	21
ENSG00000280095	6081193	6082585	CU639417.4	21
ENSG00000280179	6084364	6091407	CU639417.5	21
ENSG00000275993	6111131	6123778	SIK1B	21
ENSG00000288187	6215291	6217681	CU633906.5	21
ENSG00000274790	6223480	6223580	Y_RNA	21
ENSG00000275496	6228966	6267317	CU633906.1	21
ENSG00000280019	6272135	6276532	CU633906.4	21
ENSG00000279709	6309161	6312948	CU633906.3	21
ENSG00000278903	6318434	6360415	CU633906.2	21
ENSG00000276902	6365955	6366055	Y_RNA	21
ENSG00000237672	20070250	20072136	KRR1P1	13
ENSG00000279951	20092632	20094144	AL138688.2	13
ENSG00000236076	20102701	20103230	LINC01072	13
ENSG00000121743	20138255	20161052	GJA3	13
ENSG00000226633	20178978	20179462	PPIAP28	13
ENSG00000260131	20181531	20181942	LINC00556	13
ENSG00000165474	20187463	20192938	GJB2	13
ENSG00000274276	6444869	6468040	CBSL	21
ENSG00000279065	20194412	20196005	AL138688.1	13
ENSG00000121742	20221962	20232365	GJB6	13
ENSG00000165475	20403666	20525873	CRYL1	13
ENSG00000263978	20433778	20433846	MIR4499	13
ENSG00000277020	20564708	20567045	AL590096.1	13
ENSG00000275895	6484623	6499261	U2AF1L5	21
ENSG00000032742	20567138	20691444	IFT88	13
ENSG00000238286	20607268	20608131	SLC35E1P1	13
ENSG00000222726	20612161	20612338	RNU2-7P	13
ENSG00000278291	20699307	20703718	AL161772.1	13
ENSG00000172458	20702127	20723098	IL17D	13
ENSG00000279135	20712431	20714146	AL512652.2	13
ENSG00000150456	20728731	20773961	EEF1AKMT1	13
ENSG00000233524	20747035	20748057	RANP8	13
ENSG00000275485	20768876	20769375	AL512652.1	13
ENSG00000280346	6507017	6507389	FP236240.3	21
ENSG00000279226	6520344	6520670	FP236240.2	21
ENSG00000278927	6550749	6553955	FP236240.1	21
ENSG00000132953	20777329	20903048	XPO4	13
ENSG00000276076	6560714	6564489	CRYAA2	21
ENSG00000280145	6630182	6670695	CU638689.4	21
ENSG00000236704	20921664	20923233	CNOT4P1	13
ENSG00000233780	20938564	20949599	HNRNPA1P30	13
ENSG00000234363	20956179	20956443	PPIAP27	13
ENSG00000213621	20961310	20962195	RPSAP54	13
ENSG00000278878	6667304	6670667	CU638689.1	21
ENSG00000279788	6676178	6679962	CU638689.3	21
ENSG00000150457	20973036	21061586	LATS2	13
ENSG00000233851	21005157	21018122	LATS2-AS1	13
ENSG00000201821	21038529	21038667	RNU4-9P	13
ENSG00000279728	6712596	6716361	CU638689.2	21
ENSG00000180172	21094315	21094714	RPS12P23	13
ENSG00000280164	6721812	6725209	CU638689.5	21
ENSG00000225585	21103003	21104371	IPPKP1	13
ENSG00000275689	21126271	21126396	AL161613.1	13
ENSG00000279998	6789592	6812297	FP475955.3	21
ENSG00000252128	21139886	21139957	SNORD27	13
ENSG00000278955	6858539	6897263	FP475955.1	21
ENSG00000284550	6859171	6859256	MIR8069-1	21
ENSG00000280172	6897291	6899280	FP475955.4	21
ENSG00000279751	6904884	6906692	FP475955.2	21
ENSG00000280018	6986450	6997765	CU634019.5	21
ENSG00000279477	7003248	7007022	CU634019.4	21
ENSG00000278884	7020599	7025166	CU634019.2	21
ENSG00000277067	7048891	7087229	CU634019.1	21
ENSG00000274046	7092616	7092716	Y_RNA	21
ENSG00000280330	7129103	7130287	CTBP2P10	21
ENSG00000150459	21140514	21149084	SAP18	13
ENSG00000279303	7135334	7137789	CU634019.3	21
ENSG00000279647	7385058	7388799	CU633904.2	21
ENSG00000279895	7421442	7425839	CU633904.3	21
ENSG00000276077	7430659	7469007	CU633904.1	21
ENSG00000274484	7474394	7474494	Y_RNA	21
ENSG00000279177	7626344	7627528	CTBP2P9	21
ENSG00000276546	7663911	7664011	Y_RNA	21
ENSG00000165480	21153595	21176552	SKA3	13
ENSG00000277991	7669397	7681742	FP236241.1	21
ENSG00000173141	21176658	21179084	MRPL57	13
ENSG00000271250	21216555	21216660	AL158032.1	13
ENSG00000233405	21224521	21235204	LINC01046	13
ENSG00000235438	21260015	21295003	ESRRAP2	13
ENSG00000273590	7744962	7777853	SMIM11B	21
ENSG00000277077	21287634	21287828	AL158032.2	13
ENSG00000233325	21298139	21306373	MIPEPP3	13
ENSG00000224429	21302862	21348721	LINC00539	13
ENSG00000215571	21319156	21320866	GRK6P1	13
ENSG00000277277	7768884	7770591	FAM243B	21
ENSG00000278961	7784482	7793954	SMIM34B	21
ENSG00000180776	21372571	21459370	ZDHHC20	13
ENSG00000276289	7816675	7829926	KCNE1B	21
ENSG00000235076	21358373	21359314	GAPDHP52	13
ENSG00000222747	21369790	21369899	RNA5SP25	13
ENSG00000236953	21376977	21377874	ZDHHC20-IT1	13
ENSG00000273614	7826098	7826225	CU633980.1	21
ENSG00000226908	21483834	21484174	H2BP6	13
ENSG00000279967	8101251	8103706	FP671120.5	21
ENSG00000278996	8197620	8227646	FP671120.4	21
ENSG00000165487	21492691	21604181	MICU2	13
ENSG00000275950	8205315	8205406	MIR6724-1	21
ENSG00000275664	8205851	8205940	FP671120.1	21
ENSG00000275708	8208473	8208652	MIR3648-1	21
ENSG00000277437	8208844	8208904	FP671120.2	21
ENSG00000280800	8210384	8211306	FP671120.6	21
ENSG00000278233	8212572	8212724	RNA5-8SN2	21
ENSG00000286155	8235354	8235832	FP671120.10	21
ENSG00000286252	8237649	8237979	FP671120.11	21
ENSG00000286057	8238859	8239092	FP671120.9	21
ENSG00000286012	8240736	8241047	FP671120.8	21
ENSG00000274060	8249505	8249596	MIR6724-2	21
ENSG00000277671	8250060	8250149	FP671120.3	21
ENSG00000281383	8254592	8255514	FP671120.7	21
ENSG00000277739	8256781	8256933	5_8S_rRNA	21
ENSG00000280441	8380643	8454792	FP236383.3	21
ENSG00000230022	21530690	21531323	FNTAP2	13
ENSG00000207518	21551304	21551410	RNU6-59P	13
ENSG00000226525	21628413	21629015	RPS7P10	13
ENSG00000277379	8388362	8388453	MIR6724-3	21
ENSG00000274868	8388898	8388987	FP236383.1	21
ENSG00000280614	8393419	8394341	FP236383.4	21
ENSG00000275215	8395607	8395759	RNA5-8SN3	21
ENSG00000286267	8417757	8418235	FP236383.13	21
ENSG00000286146	8420675	8421003	FP236383.9	21
ENSG00000286054	8421883	8422116	FP236383.7	21
ENSG00000102678	21671073	21704498	FGF9	13
ENSG00000286178	8423760	8424071	FP236383.12	21
ENSG00000275692	8432530	8432621	MIR6724-4	21
ENSG00000278775	8433085	8433174	FP236383.2	21
ENSG00000244197	21790537	21790845	RN7SL766P	13
ENSG00000281181	8437629	8438551	FP236383.5	21
ENSG00000278189	8439823	8439975	RNA5-8SN1	21
ENSG00000226722	21872763	21878256	LINC00424	13
ENSG00000286149	8462320	8462798	FP236383.11	21
ENSG00000286032	8465254	8465586	FP236383.6	21
ENSG00000286091	8466466	8466699	FP236383.8	21
ENSG00000286148	8468320	8468631	FP236383.10	21
ENSG00000279990	8603547	8603984	RPSAP68	21
ENSG00000276476	22040972	22276526	LINC00540	13
ENSG00000279615	8680538	8680934	CR381572.2	21
ENSG00000279167	8701461	8701562	CR381572.1	21
ENSG00000279579	8759077	8761335	LINC01666	21
ENSG00000286033	8762386	8836565	CR381670.2	21
ENSG00000237175	22099163	22099544	NME1P1	13
ENSG00000279213	8801362	8801880	SNX18P10	21
ENSG00000280243	8845566	8846646	MTCO1P1	21
ENSG00000226118	22113119	22113338	MTND3P1	13
ENSG00000287357	22589699	22593871	AL512484.1	13
ENSG00000232187	22696023	22696574	FTH1P7	13
ENSG00000225777	22704739	22706206	DDX39AP1	13
ENSG00000253094	22803145	22803224	SNORD36	13
ENSG00000237952	22803296	22803648	RPL7AP73	13
ENSG00000278931	8857260	8880976	CR381670.1	21
ENSG00000226507	22837026	22837880	IPMKP1	13
ENSG00000264462	8986999	8987178	MIR3648-2	21
ENSG00000264063	8987370	8987430	CR392039.1	21
ENSG00000231650	22850101	22850561	RFESDP1	13
ENSG00000279501	8996496	9018670	CR392039.3	21
ENSG00000279414	9026821	9027329	CDRT15P9	21
ENSG00000262619	22859050	22916369	LINC00621	13
ENSG00000280436	9053122	9059060	CR392039.4	21
ENSG00000230535	22897341	22898005	BASP1P1	13
ENSG00000188681	9068361	9129752	TEKT4P2	21
ENSG00000234685	22915651	22916523	NUS1P2	13
ENSG00000262198	22918591	22924602	AL157931.1	13
ENSG00000283075	22931537	22931999	AL157931.2	13
ENSG00000279720	9082601	9083101	SOWAHCP2	21
ENSG00000233440	23134174	23134564	HMGA1P6	13
ENSG00000279381	9088188	9088391	CR392039.2	21
ENSG00000207157	23152586	23152686	RNY3P4	13
ENSG00000229483	23169835	23170597	LINC00362	13
ENSG00000278932	9325013	9368775	CR381653.1	21
ENSG00000279718	9364467	9365225	SNX18P12	21
ENSG00000102683	23180979	23325162	SGCG	13
ENSG00000279208	9369285	9376645	CR381653.2	21
ENSG00000252952	23217432	23217534	RNU6-58P	13
ENSG00000279864	9529934	9559268	NCOR1P4	21
ENSG00000235205	23243520	23247184	TATDN2P3	13
ENSG00000236803	23267506	23269150	SDAD1P4	13
ENSG00000279211	9580024	9580415	AC124864.1	21
ENSG00000286103	9634244	9679906	AC124864.2	21
ENSG00000275631	9646825	9647000	U1	21
ENSG00000280081	9781910	9838011	LINC01667	21
ENSG00000151835	23328826	23433740	SACS	13
ENSG00000279783	9810501	9810848	AC018692.2	21
ENSG00000264002	9902344	9902627	RN7SL52P	21
ENSG00000252199	9907916	9908010	SNORA70	21
ENSG00000279321	9913117	9914846	AC018692.1	21
ENSG00000270533	9975017	10119309	CR382285.1	21
ENSG00000280372	10028361	10029855	CR382285.2	21
ENSG00000279851	10122273	10129029	CR382287.1	21
ENSG00000279062	10136419	10137004	CDRT15P8	21
ENSG00000277693	10328411	10342737	AP003900.1	21
ENSG00000232163	23373423	23374061	RPLP1P13	13
ENSG00000229558	23418971	23428869	SACS-AS1	13
ENSG00000275945	10330732	10331537	EIF3FP1	21
ENSG00000275592	10357400	10358620	VN1R7P	21
ENSG00000278106	10397644	10397778	AF254983.2	21
ENSG00000232977	23465776	23487712	LINC00327	13
ENSG00000187172	10413477	10516431	BAGE2	21
ENSG00000227893	23498796	23502874	LINC00352	13
ENSG00000273840	10482738	10605716	AF254983.1	21
ENSG00000127863	23570370	23676104	TNFRSF19	13
ENSG00000027001	23730189	23889400	MIPEP	13
ENSG00000232102	23765934	23766104	MTCO3P2	13
ENSG00000205861	23888842	23897263	PCOTH	13
ENSG00000205863	23891099	23897502	C1QTNF9B	13
ENSG00000196593	23939557	23946782	ANKRD20A19P	13
ENSG00000287530	23954493	23970188	AL445985.2	13
ENSG00000273167	23979700	24321031	AL359736.1	13
ENSG00000274391	10521553	10606140	TPTE	21
ENSG00000278678	10576292	10576587	CYCSP41	21
ENSG00000273872	10612455	10613379	SLC25A15P4	21
ENSG00000276556	10640028	10640338	AF254982.1	21
ENSG00000277282	10649400	10649835	IGHV1OR21-1	21
ENSG00000229306	12999676	13016692	AP001464.1	21
ENSG00000224309	13038160	13067033	ANKRD30BP2	21
ENSG00000207097	13047583	13047689	RNU6-614P	21
ENSG00000168122	13095305	13113790	ZNF355P	21
ENSG00000237202	13120244	13120807	AJ239321.1	21
ENSG00000280108	13305152	13314944	AJ239318.1	21
ENSG00000185390	13349265	13350648	FGF7P2	21
ENSG00000175302	13384249	13427773	ANKRD30BP1	21
ENSG00000266211	13406384	13406460	MIR3156-3	21
ENSG00000226930	13443373	13489176	GTF2IP2	21
ENSG00000219280	13476371	13477263	VN1R8P	21
ENSG00000228159	13516107	13574999	LINC01674	21
ENSG00000228184	13525599	13528579	SNX19P1	21
ENSG00000179381	13544210	13545185	OR4K11P	21
ENSG00000218549	13581060	13582004	OR4K12P	21
ENSG00000166351	13609858	13641585	POTED	21
ENSG00000207476	13621577	13621683	RNU6-286P	21
ENSG00000266299	13644775	13644850	MIR3118-1	21
ENSG00000278381	13654073	13654356	AL050303.2	21
ENSG00000227874	13665868	13667546	GRAMD4P1	21
ENSG00000214319	13676022	13677116	CXADRP1	21
ENSG00000279773	13679300	13681138	AL050303.3	21
ENSG00000273692	13704853	13705518	LONRF2P5	21
ENSG00000278618	13724189	13724274	MIR8069-2	21
ENSG00000229231	13762338	13764332	FEM1AP1	21
ENSG00000224922	13769932	13771740	AL050303.1	21
ENSG00000173231	13776086	13777266	TERF1P1	21
ENSG00000232797	13792635	13793141	FAM207CP	21
ENSG00000224860	13824406	13825635	GXYLT1P2	21
ENSG00000215562	13826696	13827627	CNN2P7	21
ENSG00000234538	13839118	13839409	ZNF114P1	21
ENSG00000228314	13843133	13848364	CYP4F29P	21
ENSG00000230965	13905960	13906488	SNX18P13	21
ENSG00000215559	13909574	13980437	ANKRD20A11P	21
ENSG00000182957	23979805	24307074	SPATA13	13
ENSG00000203616	13936993	13937325	RHOT1P2	21
ENSG00000223287	13968489	13968595	RNU6-954P	21
ENSG00000183249	14000927	14005279	NF1P3	21
ENSG00000233442	14007134	14014880	PPP6R2P1	21
ENSG00000275170	14019060	14020725	FRG2MP	21
ENSG00000228741	23979810	24035027	AL445985.1	13
ENSG00000225674	24122065	24123814	IPO7P2	13
ENSG00000224905	14027419	14144468	AP001347.1	21
ENSG00000252695	24162416	24162504	MIR2276	13
ENSG00000227213	24252749	24254439	SPATA13-AS1	13
ENSG00000249493	14064325	14069087	ANKRD20A18P	21
ENSG00000201812	14070871	14070986	RNA5SP488	21
ENSG00000277572	14075950	14076038	AP001347.2	21
ENSG00000240654	24307166	24322535	C1QTNF9	13
ENSG00000240868	24315725	24321598	C1QTNF9-AS1	13
ENSG00000277040	24323021	24323457	AL359736.2	13
ENSG00000234627	24328211	24329072	NUS1P3	13
ENSG00000261498	24331450	24337121	LINC00566	13
ENSG00000233545	24400703	24401029	CYCSP33	13
ENSG00000205822	24408157	24597676	TPTE2P6	13
ENSG00000188992	14108813	14210891	LIPI	21
ENSG00000240755	14143581	14144158	ERLEC1P1	21
ENSG00000185272	14216130	14228372	RBM11	21
ENSG00000102699	24420931	24512778	PARP4	13
ENSG00000288103	24517794	24530461	AL359538.4	13
ENSG00000287376	24539139	24541720	AL359538.3	13
ENSG00000244615	24566843	24570728	PSPC1P2	13
ENSG00000243064	14236206	14362754	ABCC13	21
ENSG00000243008	24566873	24597676	AL359538.1	13
ENSG00000285228	24611966	24613983	AL359538.2	13
ENSG00000075673	24680408	24712472	ATP12A	13
ENSG00000207474	24703556	24703665	RNY1P7	13
ENSG00000225404	24704338	24704788	RPL26P34	13
ENSG00000155304	14371115	14383484	HSPA13	21
ENSG00000285806	24723101	24738690	AL391560.1	13
ENSG00000231417	24742677	24746184	IRX1P1	13
ENSG00000287887	24747658	24755201	AL391560.2	13
ENSG00000226695	24750657	24752171	ANKRD20A10P	13
ENSG00000155307	14485228	14658821	SAMSN1	21
ENSG00000132972	24764169	24879921	RNF17	13
ENSG00000223662	14582202	14598303	SAMSN1-AS1	21
ENSG00000232884	14676698	14763090	AF127936.1	21
ENSG00000228600	14757588	14758352	POLR2CP1	21
ENSG00000225502	14774301	14775262	GAPDHP16	21
ENSG00000235609	14818843	15014430	AF127577.4	21
ENSG00000281903	14819699	14918552	LINC02246	21
ENSG00000226406	14829154	14829989	RBMX2P1	21
ENSG00000235277	14918534	14947096	AF127577.3	21
ENSG00000180530	14961235	15065936	NRIP1	21
ENSG00000229047	14961309	14964233	AF127577.1	21
ENSG00000231201	14971470	14992854	AF127577.2	21
ENSG00000279390	15050189	15052379	AF127577.6	21
ENSG00000236471	15067070	15067837	AF127577.5	21
ENSG00000288536	15102313	15138649	AF222684.1	21
ENSG00000288555	15190406	15224394	AF222685.1	21
ENSG00000288578	15263421	15283727	AF130248.1	21
ENSG00000280082	15346652	15346738	AF246928.1	21
ENSG00000229425	15368966	15627342	AJ009632.2	21
ENSG00000151849	24882279	24922889	CENPJ	13
ENSG00000224524	15490530	15490767	CYCSP42	21
ENSG00000253771	24924677	24968487	TPTE2P1	13
ENSG00000224247	15493932	15496124	AJ009632.1	21
ENSG00000212564	15614283	15614389	RNU6-1326P	21
ENSG00000226298	15694300	15696581	RAD23BP3	21
ENSG00000273628	24933006	24936796	AL354798.1	13
ENSG00000251299	24943575	24944498	SLC25A15P3	13
ENSG00000232858	24988577	24988925	RPL34P27	13
ENSG00000269099	25017404	25017536	LSP1P1	13
ENSG00000276958	25017766	25017903	AL590099.1	13
ENSG00000151846	25095868	25099254	PABPC3	13
ENSG00000279695	25141536	25141809	AL359757.2	13
ENSG00000165566	25161684	25172288	AMER2	13
ENSG00000238169	25168969	25190643	LINC01053	13
ENSG00000234056	25172828	25180079	LINC00463	13
ENSG00000279550	25190063	25190317	AL359757.1	13
ENSG00000225105	25193107	25210295	LINC01076	13
ENSG00000235315	25206049	25206506	RPL23AP69	13
ENSG00000139505	25246201	25288009	MTMR6	13
ENSG00000260509	25300124	25301438	AL590787.1	13
ENSG00000139496	25301556	25349800	NUP58	13
ENSG00000155313	15730025	15880069	USP25	21
ENSG00000234152	25365799	25366155	ELOBP1	13
ENSG00000234159	15744004	15745080	RBPMSLP	21
ENSG00000132932	25371974	26025851	ATP8A2	13
ENSG00000199767	25517119	25517225	RNU6-78P	13
ENSG00000180803	25863250	25863667	AL157366.1	13
ENSG00000242381	25944478	25944766	RN7SL741P	13
ENSG00000223158	25950704	25950821	RNY1P3	13
ENSG00000180730	26044597	26052016	SHISA2	13
ENSG00000231983	26052276	26053385	LINC00415	13
ENSG00000233963	26094724	26154175	ATP8A2P3	13
ENSG00000234706	26117548	26118964	PRUNEP1	13
ENSG00000127870	26132115	26222314	RNF6	13
ENSG00000277368	26222191	26222654	AL138966.2	13
ENSG00000271559	26229332	26229644	AL138966.1	13
ENSG00000227882	26234213	26237129	THAP12P6	13
ENSG00000132964	26254104	26405238	CDK8	13
ENSG00000278413	26359529	26359702	AL159159.1	13
ENSG00000285929	26488952	26496120	AL353789.1	13
ENSG00000132970	26557683	26688948	WASF3	13
ENSG00000234031	26576886	26577675	RPS3AP44	13
ENSG00000237001	26606544	26641793	WASF3-AS1	13
ENSG00000215386	15928296	16645467	MIR99AHG	21
ENSG00000285935	26685640	26698804	AL159978.1	13
ENSG00000132975	26755200	26760786	GPR12	13
ENSG00000230256	26905362	26905861	FGFR1OP2P1	13
ENSG00000283579	26965967	26991996	AL160035.1	13
ENSG00000223782	26977543	26977789	RPS21P8	13
ENSG00000218198	27017554	27017909	RPS20P32	13
ENSG00000152484	27066156	27171811	USP12	13
ENSG00000278496	27077218	27077962	AL158062.1	13
ENSG00000232162	27162855	27169135	USP12-AS1	13
ENSG00000230641	27172259	27182998	USP12-AS2	13
ENSG00000275294	27178263	27251288	LINC02340	13
ENSG00000234772	27236282	27250711	LINC00412	13
ENSG00000122026	27251309	27256691	RPL21	13
ENSG00000207500	27255064	27255135	SNORD102	13
ENSG00000207051	27255401	27255526	SNORA27	13
ENSG00000122035	27270830	27275192	RASL11A	13
ENSG00000252247	27343687	27343746	RNU6-70P	13
ENSG00000229609	27373348	27374366	LINC01079	13
ENSG00000201242	27402476	27402587	RNY1P1	13
ENSG00000122034	27424619	27435823	GTF3A	13
ENSG00000122033	27435643	27450591	MTIF3	13
ENSG00000252499	27488138	27488232	RNU6-63P	13
ENSG00000139517	27545913	27620529	LNX2	13
ENSG00000186184	27620742	27744237	POLR1D	13
ENSG00000273552	27667395	27680581	AL136439.1	13
ENSG00000226703	27696393	27697204	NPM1P4	13
ENSG00000169840	27792483	27794768	GSX1	13
ENSG00000247381	27819376	27917298	PLUT	13
ENSG00000207330	27828763	27828869	RNU6-73P	13
ENSG00000139515	27920000	27926313	PDX1	13
ENSG00000180389	27945260	27945415	ATP5F1EP2	13
ENSG00000260704	27953526	27955370	LINC00543	13
ENSG00000165556	27960918	27969315	CDX2	13
ENSG00000252273	16035413	16035509	RNU6-426P	21
ENSG00000214976	16094415	16095372	VDAC2P1	21
ENSG00000183463	27977717	27988693	URAD	13
ENSG00000224602	16121310	16121644	RPS26P5	21
ENSG00000242360	27989296	27989584	RN7SL272P	13
ENSG00000201025	16284696	16284768	SNORD74B	21
ENSG00000270071	16291079	16310382	AP001172.1	21
ENSG00000270139	16417139	16419080	AP001172.2	21
ENSG00000287066	16505555	16507916	AP000962.3	21
ENSG00000280432	16525919	16527019	AP000962.2	21
ENSG00000207638	16539089	16539169	MIR99A	21
ENSG00000199030	16539828	16539911	MIRLET7C	21
ENSG00000269950	16574718	16582637	AP000962.1	21
ENSG00000207863	16590237	16590325	MIR125B2	21
ENSG00000239023	16718998	16719157	RNU1-98P	21
